,X,y
319,KARI LAKE SET TO BE ARIZONA GOVERNOR https://t.co/gyQatwlS1w via @YouTube perhaps The Lord required bended knees and prayers along with the credit? Perhaps?!#MakeAmericaGreatAgain,1
320,"@AaronWo62591828 @RepMTG Well, if there was a worldwide inflation due to a pandemic then Democrats shouldn't have spent trillions of dollars on the green new steal and social justice programs!",1
321,"3/3 Or document knowing the same to contain any false, fictitious, or fraudulent statement or entry, shall be fined not more than $10,000 or imprisoned not more than five years or both.

#KariLake #azgov #Arizona #arizonaelections",1
322,"@POTUS @SecCardona No, it’s on hold because you stuck more than 70% of Americans with a multi- billion dollar debt they didn’t ask for.",1
323,"@KariLakeWarRoom @AbeWarRoom ""Redress grievances"" is long overdue. Its suspicious when statistically impossible data presented was denied and attacked. Math does not lie! Stop the nonsense &amp; remedy now.  Humans can count, machine can't. Power to the people &amp; not the machine.",1
324,@POTUS @SecCardona Thank Byron,1
325,"@KariLakeWarRoom @KariLake @maricopacounty @katiehobbs 

1/3 From Title 52-VOTING AND ELECTIONSSubtitle I-Voting RightsCHAPTER 103-ENFORCEMENT OF VOTING RIGHTS: Section D:",1
326,@KariLake Hobbs was a candidate and was the overseer of the entire election process. When Hobbs first declared her candidacy she should have stepped aside as the administrator of the elections because of a conflict of interest. Arizonans that’s the first of many problems.,1
327,"...Hochul won the election and yet another provision in the law was found unconstitutional. As a result, New Yorkers have again strengthened Second Amendment precedent in support of gun rights. New York remains the gift that keeps on giving for the NRA and gun-rights advocates.",1
328,@bookfaves @KariLakeWarRoom @KariLake @raystern It's kind if like an IQ test to vote. You apparently weren't capable of removing your cap and you failed the vote test.,1
329,"@HTownfromOregon @HannaannahE @nytimes Crime is not a solely a “Democrat city” problem, genius. That’s a lazy and disingenuous argument conservatives like to use because they have no actual solutions.",1
330,@bmoore5647 @SlaveDigi @genzforchange 1st Amendment is already being chipped away by republicans via Book bans. Republicans are already chipping away at the 15th amendment too via radical gerrymandering and making it harder to vote. So might as well chip away at the 2nd amendment also.,1
331,"@ant_110317 @ReverendWarnock NO THANKS WE DON'T WANT
MORE INFLATION.",1
332,"@LizAnnSonders Still bouncing along the bottom. The #Fed has woefully underestimated this tightening cycle. They need to hike +100s of bps from here. #inflation is going to broaden and be shown to be #persistent, #entrenched and #unmoored in 2023.",1
333,@realDonaldTrump After all your lies many Republicans still support you. But what you did with campaign funds for other Republicans. Is unforgivable you hurt our party. Midterm disaster Via D Trump. Your done it's over. Your greed killed whatever base you had left.,1
334,@Gizzerwiz @KatyMontgomerie He’s not NB. His lawyer is strategizing to get ahead of hate crime charges. The right wing in the world continues to lie and stoke violence against the community. Gay people died in a mass shooting and are being hunted by right wing Americans. https://t.co/XIY9KpN6cN,1
335,@GovLarryHogan Greetings Governor Senor isn’t it tragic that 79% of the homicides in USA are committed by guns-The Constitution doesn’t as read allow Individual Rights on guns@ownerships it’s contingent on membership in our Militia latter days Law Enforment!,1
336,"@POTUS @SecCardona You all believed him. That’s how they indoctrinate our youth. Don’t worry, the more taxes people pay the more conservative and logical they become",1
337,@RepJayapal Don’t forget the constitution of the United States. Didn’t you swear an oath? I did and take it seriously 50 years later.,1
338,"@E_Antoinette85 @1551vv @RepJayapal Anything can be a weapon, knife, rock, bell, laser if you can afford etc.  Weapons are things, dont have life, the hand that hold the weapon, is responsible of the use of that weapon.  The RIGHT to be ARM.  Thanks the Constitution, without it, U live today in China alike, no USA.",1
339,"@WhiteHouse Birdbrain Inflation reduction act is joke 
Debt out of control. numbers don't lie
Warning fast moving RED numbers,
$31T -&gt; {https://t.co/F5aAkEGJVi} &lt;- U.S.Broke .

Abc:Fox:Oan:Cnn:Cbs:Nbc:Bbc:Msnbc:Whtm:Cnbc:Tx:Can:Ca:Pbs:Wtnh:Ctv:Bce:Tvo:Chek:Bnn:Gma3:Gbr:Aus:Nzl:Ny:Pa:Oh:Fl:Ga https://t.co/Uz7B4u8OeO",1
340,@zadok50 @IAmPoliticsGirl @POTUS @SecCardona Really…I took a loan to open my business I guess I should ask for forgiveness,1
341,"LISTEN NOW! In this season's final Shelf Confidence episode, hear lessons for a post-pandemic world from @BoyersFood​. Anthony Gigliotti joins @PAFoodMerchants to discuss #SupplyChain, #Inflation, #PrivateLabel &amp; more.

Listen, share &amp; subscribe! 🎙 

https://t.co/ptByG8eTow",1
342,"“Our hearts break with the community of Chesapeake this morning.”
-#Virginia Gov @GlennYoungkin

As far as we ought be concerned, every utterance of this nature is a lie of false sincerity until the #GOP acts strongly to stop gun violence.

#resist #mepolitics #VoteBlue #GunSense https://t.co/JtfLsBo4r3",1
343,@jslez Eric Holder agrees with Elon Musk on this. Did you read the DOJ report?,1
344,No you are not. Just get out of the city.  Plenty of non gun violence in the wide open spaces. https://t.co/GybOX1lqYd,1
345,"@POTUS @SecCardona Dummy, you going to have a tough time dragging this out for two more years.",1
346,@firedup2 @PierrePoilievre Not by raising the cost of living for everyone.,1
347,"@cframmery @UN_HRC @Sima_Sabet @IranIntl @IranIntl_En 🆘 Iranians,silence is crime!
@UNHumanRights, @SenateDems, @SenateGOP. 

@UN 
@EU_Commission 
@Europarl_EN 
@USABehFarsi 
@Whitehouse
@GermanyDiplo 
@francediplo 
@JapanGov 
@ausgov 
@CanadianPM  
@BelgiumMFA
#MahsaAmini",1
348,@POTUS @SecCardona You don't have the Power of the Purse. It's NOT legal. It MUST go thru Congress for approval. But you knew that and were just buying votes from your victims. And then trying to blame the GOP for YOUR snake oil scheme.,1
349,"Daily demands just sent to #prodeath 
@GovParsonMO
@GovernorLittle
@GovAbbott
@tatereeves
and 
@GovStitt
to STOP state-sponsored murders scheduled in their jurisdictions. Please do the same! - The members of “L’chaim! Jews Against the Death Penalty” https://t.co/zY0oh4g2mz",1
350,Her handlers say she is so... she is. https://t.co/qrs4u2NzNp,1
351,@Alex_Kack @katiehobbs Lmao so you think racial discrimination against black Americans isn’t embarrassing?,1
352,@GregAbbott_TX Come on Elon! Texas loves you!,1
353,@BrandiLynn4Ever @katiehobbs get lost bot.../,1
354,@GOPLeader @MayraFlores2022 Don’t talk about it. Just do it…  it’s all political theatre on both sides.,1
355,"to #support #green #industries under the #InflationReductionAct.

#EU #officials are concerned that #businesses will face almost irresistible #pressure to relocate new #investments to #UnitedStates rather than #Europe.",1
356,"@GregAbbott_TX Of course he will. The minimum wage in Texas is still $7.25 per hour, while in California it is $15.00!!   Adjust wages accordingly, and Elon will be saving a fortune in labor costs by moving to Texas.",1
357,Democrat/socialist https://t.co/IKILPo4QVX,1
358,". @GovAbbott is the Commander and Chief of our Texas Military.

He has a constitutional responsibility to protect Texans from invasion and deport all illegals back across the border!",1
359,"@lavern_spicer @KariLake It's pure political puffery. In all the counties, they have confirmed that they WILL certify them next week when the deadline hits.

Lake still lost, she's still a loser, just like her Depends wearing hero!",1
360,@TravisAllen02 @POTUS @SecCardona They don’t hate students. They just don’t think the people should be paying for other’s college. And they’re right.,1
361,@Rach_IC @KariLakeWarRoom This your girl? https://t.co/FhrfR3XS5f,1
362,@RoKhanna Dems plan was historic inflation... good times...,1
363,@iamyesyouareno 15%=50% of the crime in America,1
364,@chicagouxguy Hey ALL YOU MORONS OUT SATING THERE IS NOTHING WRONG WITH THE 2920 ELECTION. Wake up and look at all the problems there. Katie Hobbs a candidate running for governor should never have been allowed to oversea her own election and all other polling problems.,1
365,@KariLakeWarRoom @Steve_Gallardo @Karrin4Arizona Don't you get it by now. The fix has been in.,1
366,@POTUS @SecCardona What is more unfair is asking the public to pay off someone else’s debt!,1
367,"@katiehobbs LIARS: @JoeBiden @KamalaHarris @SpeakerPelosi @SenSchumer @TheDemocrats Want you to believe violent crime is not rising! 

Reality is that its up as much as 349% in @DNC ran cities. 

""Pistol"" USED in this mass shooting! Not RIFLE!
https://t.co/UpD4oKOziz #FoxNews",1
368,@SecCardona When will the Biden administration cancel my mortgage obligation? I’m having such a hard time planning my budget and my holiday expenses to buy presents for my kids.,1
369,"South Africa is turning into America with all this gun violence. @CyrilRamaphosa, I hope you're enjoying UK. But we need a commission on gun laws here in SA. We thank you honorable",1
370,@TishJames What a profound statement can we quote you?  What about the groomers and sexual confusion it causes? Not to mention it’s just plain gross. https://t.co/Fikw7E11Kn,1
371,@KariLakeWarRoom Keep fighting Keri!,1
372,"@AshleyRParker The Trump WH lied about COVID, Elections, immigration policy, emoluments &amp; on &amp; on &amp; the Biden WH didn't give you access to a wedding? Apparently you think of yourself as a journalist - when you type &amp; send a misleading &amp;/or contextless bit of copy it diminishes your credibility.",1
373,"@ewarren Democrats caused the inflation we are dealing with right now, that's a fact. Inflation was 1.4% on Trumps last day, gas was 2.39 a gallon and GDP was 4%.",1
374,@Hooskerdungus @NoMoreNobleTeam @ChampionExcel @jaylozeinous @TheOnion History suggests otherwise. The NVA did not win that war the Viet Cong did. The distrust of their own government was tge motivation. You think American servicemen would willingly fight their own? They are charged with defeding the constitution and the American people not the govt,1
375,@TishJames WE BETTER BAN FORKS THEN…..THEY MAKE US FAT,1
376,"@UneEnormeBarre @serialnewz @Bethel_Prescott @JoshuaPHilll @MattxRed The difference is not the rhetoric, the difference is MAGA follows and supports an ex-President who betrayed his oath of office and undermined the US Constitution. The GOP must purge these extremists and the culture war rhetoric is failing them as younger voters come of age.",1
377,@TxDPS @GregAbbott_TX Happy Thanksgiving to our troops and Men On the Border,1
378,"@whillikerz @JoJoFromJerz @GovernorVA What are you talking about? 

The constitution prevents any actions against the 2a not the NRA.",1
379,"@ACTBrigitte Lol… yeah… the Democrats “obsession with President Trump” says the illegal immigrant woman who tweets about him nonstop, all day long, every day. Get a life nut job.",1
380,"@CSpanreview @JerseyGirl2inPA @cspanwj For those keeping track at home

Hunter Biden’s laptop is real.
FDA backtracked on Ivermectin.
Student Loan forgiveness isn’t lawful.
Trump never had nuclear docs at Mar-A-Lago.
Feds had loads of informants in Oathkeepers before J6.
FTX fraud implodes.

@Rothbard1776",1
381,@RepJayapal But how do we defend ourselves against a tyrannical government without assault weapons ?,1
382,@ProudElephantUS Two best are Ron DeSantis and Greg Abbott...,1
383,"Poll: FOMC minutes ( $SPX $TSLA $BTC ) 🔥

With bouncing consumer inflation expectations, do you think the @federalreserve will be:",1
384,"@connerwilliamsx @DavidWe78017019 @katiehobbs @emoctezumab @AlfonsoDurazo @jorgem_yescas I can agree that there are tiny fringe groups that exist ( in numbers in the 100s scattered throughout the nation), but nothing to the extent that the media portrays.",1
385,"She wasn't elected by the people.
She was appointed by the bureaucratic blob in Brussels.
She helped cause the inflationary spiral by promoting blank cheque lockdowns.
She exacerbated the tensions of war and wants an EU army.

She's delivered a miserable existence for Europe. https://t.co/3XJxrnMCbU",1
386,"@POTUS @SecCardona it's not legal but it was the only thing i agreed with you on. it actually could have helped me, but you're other shit has made it far worse for me, so in the end, biden, you're still an idiot incompetent pedo 🤡.",1
387,US corporations gave more than $8m to election deniers’ midterm campaigns https://t.co/eCVoU7Ivjz,1
388,"@DougDou29341890 @NEWSMAX Highest inflation in 42 YEARS under Biden!
Credit card use has hit an all time high under Biden! We haven’t seen cash flow this low since 2004! He is killing our economy. It has nothing to do with Trump! This is what is happening under the Biden administration!",1
389,@youroldmancowo1 @DubauskasJan @KariLakeWarRoom Time to change that corrupt system,1
390,"I introduced red flag law legislation after the policy was requested by a local Sheriff and recommended by then President Trump after a school shooting. 

I then received death threats after Governor Ricketts sent out an action alert saying I was taking people’s liberties away. https://t.co/IvVvLmfTiN",1
391,@BlackKnight10k Read the 2nd amendment that’s who,1
392,"@laurenboebert Biden should be impeached, this man is committed more crime than Donald Trump could imagine, and yet we let him go willy-nilly to do what the hell he wants to our country. Americans are cowards, even our representatives are cowards",1
393,@RepRoKhanna @POTUS The US House of Representatives has the power of the purse strings not the president. Joe Biden knowingly violated the US Constitution for votes.,1
394,"@mikepompeo What the hell is wrong with you.  Oh wait the list is long traitor Trump supporter.  How dare you attack this woman, education and teachers.  Enough of this sick pathetic republican attacks on teacher.  Shutting your mouth and some reflection would work for you.",1
395,"@hogue66 @DocAteThePapers @LakotaMan1 @Individual1isa1 Are you a ""well regulated militia""?",1
396,"I lived down the street from Greenbrier Mall in Chesapeake VA for many years.  My heart breaks for those people, but what it will take for this country to stand up to the 2nd Amendment nutters, is still sadly unknown.  Just how many have to die?
#chesapeakewalmart #GunControl https://t.co/FMiNGjgU4u",1
397,@Nostradamusings @KariLakeWarRoom @KariLake @raystern It's the end of your story.  Kari Lakes story will continue. 😊 you're irrelevant https://t.co/qSxTqco6dX,1
398,@DarcyDraeger @KeanforCongress He also has refrained from commenting on plans for nonstop investigations of Hunter Biden and Dr. Fauci. His plan to break the back of inflation must be on hold. #GutlessAtTheBackBench,1
399,"This is not OK. Our hearts go out to the families and communities of Chesapeake and Colorado Springs.

End gun violence in America. https://t.co/g4NeLbpBM8",1
400,@dougmastriano Insurrectionist who rented the party bus for a coup and thought there’d be no consequences because he’s just not that bright says what?,1
401,"@GOPChairwoman No Plan
to deal with inflation
to improve healthcare or education
to build our infrastructure
to fix the immigration system
to lower gas prices
to strengthen Social Security &amp; Medicare
Just...Constant Whining

MAGA  =  Malignant,  A-holes,  Grifting,  America",1
402,"@cloucloudTyrant @hellanskeo @KAANEJ @Shawtythefinest @SaycheeseDGTL Big words won’t get you out of the fact that every time a democrat stands on a podium they denounce their opposition as “racist” and “far-right.” I don’t care what the heck you suppose, the only racism I see is the fact that black on white crime is 8x higher than vice versa.",1
403,"@SecCardona Then they never should have assumed these debts in the first place

Good financial management dictates that you plan for the greatest burden and least flexibility. You don’t live on the bonus or the possible windfall

It is unconstitutional and you know it",1
404,Demonitize and Regulate 1st Amendment Auditors On YouTube https://t.co/BLO5FzB6ZP via @Change,1
405,"Agreed.
You CAN own shotguns &amp; rifles for hunting here in France but you’d better join a pristine rap sheet to your application.
I shop without fear or trepidation. https://t.co/45u3ZRHfvg",1
406,@gc22gc @KariLakeWarRoom @KariLake arizonian vote center? lol this is utter garbage...,1
407,"@AjaxAJH @CNN @PressSec it's economics 101. super low unemployment is a symptom of inflation. if we want the economy to heal/slow down, people are going to lose jobs. there really isn't another way around it.",1
408,"Getting arrested for making jokes on Facebook isn’t funny, two First Amendment lawyers argue. Patrick Jaicomo and Anya Bidwell represent Anthony Novak, who was jailed for setting up a fake Fakebook page poking fun at his local police department in Ohio. https://t.co/JKfcGtZnO8",1
409,@KariLakeWarRoom @tomryanlaw @KariLake @bgmasters @RNC I see you didn't say he was wrong though,1
410,"National Shame -
President Biden is an embarrassment,
Senator Fetterman is an embarrassment,
Press Sec Karine Jean Pierre is not up  to her position.
These people are making the US look stupid.",1
411,Hey @fordnation this is what REAL leadership looks like. https://t.co/sNpDwkJ0cI,1
412,"@Socratease80 @RepMTG @GregAbbott_TX Biden was doing the same thing, maybe he should resign 🤡",1
413,"@POTUS @SecCardona I'm a student and I don't want it, I want to be able to be accountable for my actions, unless you and your party plans on paying everyone's student loans then go for it but you will not use the American tax payers, take it out of your own pocket",1
414,@tedcruz No. We hate when you use religion to make laws. Ya know the Establishment Clause in the First Amendment.,1
415,"That's one way to stop a ""Red Wave"".

#GlobalWarming #RedWave #Elections https://t.co/8UNtJhAcrd",1
416,"Mostly male journalists:  

BREAKING NEWS!!  Mass shootings; War in Ukraine;Crypto collapse; Inflation!

Mostly female journalists:

BREAKING NEWS!!

NAOMI BIDEN DIDN’T INVITE US TO THE WEDDING! https://t.co/wLgq6Re1Vg",1
417,"Must read... 

Appointment of neutral election commission ...hearing by constitutional bench by Justice K.M. Joseph. 

It will be a historical verdict. https://t.co/h4KtyedB93",1
418,McConnell is a RINO. https://t.co/Gr0S0Jy0yv,1
419,"That worked out well didn’t it?
Will we ever know what he did with all the classified intel he stole from us? 

#RICO
#SaudiTrump
#TrumpRussia
#EspionageAct 
#SeditiousConspiracy https://t.co/CQxPISVt44 https://t.co/pRXIKAErmm",1
420,@palinkas_ray The fed controls mortgage interest rates. Low interest rates are one of the causes of inflation. They artificially inflated the housing market.,1
421,@PramilaJayapal Enjoy being the minority party in the House. I look forward to you being a houseplant for 2 years at least.,1
422,"@MarshaBlackburn Yes, investigating Hunter’s laptop and witch-hunting Democrats is going to reduce inflation like never before. You’re an idiot.",1
423,@KariLake Kari:  “I’m looking for old white people who don’t like the legitimate AZ election results and are willing to lie about stuff.”,1
424,They are not interested in the problems of the majority - let 'em rage on.Surely the 60%+ anti-Trump will continue to see thru it. https://t.co/T8qJnh5qqQ,1
425,@MSignorile Laughable to even imagine that Hailey or pence will challenge Trump. Both are probably looking at ways to become his VP before Kari Lake takes the spot.,1
426,So now an extreme opponent is a moral Christian who wants fair elections. Got it. Spotlight PA you are unbelievable. https://t.co/Rt7ioakoyb,1
427,"@PurpleCowMadCow @Timodc @bgmasters Isn't swinging just as immoral as abortion and drag queens?  Or is it because these ""Christians "" participate in it to a scary degree???",1
428,The Amendments to the Constitution | Read for the People https://t.co/x8UAmRRFlu via @YouTube,1
429,"@ottercove6 @AaronWo62591828 @RepMTG Really? Uh, because they said they would and because inflation impacts us all? We’re all in this together right? Like, we all live here.",1
430,My livestreaming episode. Please don't ban it. One of the highlights of my life.  https://t.co/wPu67uod0g. https://t.co/VqsKUWhuSF,1
431,Ok Don then tell your fellow House Republicans to do something about inflation. You’re in charge now. Oh wait Hunter Biden is their only agenda. You’re not running anymore you douche. Go govern! @RepDonBacon https://t.co/zFTDBqgcyl,1
432,"@jbinia While I understand the ramifications of Elon’s new toy, he’s not privy to the nation’s most top secret info, of which he could offer to adversaries to offset any debt owed. The Trump children PROUDLY explained that they have little US debt because Russia provides all they need.",1
433,@GregAbbott_TX Still coming through in Eagle pass.,1
434,@MFPrincess323 @katiehobbs Election fraud from all these MagRats but never any proof!!!!🥱🥱,1
435,"@jerrywaynear14 @TudorDixon Teacher's unions have a very similar problem. Many would be surprised to hear, a lot of teachers don't want to support candidates that want ""a drag queen in every school"". 

Good news is, Michigan is a Right To Work state, currently. They can't force you to be part of the union.",1
436,"@BreitbartNews A Republican source familiar with Smith’s oversight of the investigation into former House Majority Leader Tom DeLay commended Smith’s non-biased approach, saying that he ultimately made a “just” decision to conclude the investigation without alleging DeLay committed any crime.",1
437,"@keithwford @RepJayapal Ahh no , total violation of the constitution. Are you going to go after car manufacturers for drunk drivers. Are you going to go after McDonalds for making people fat",1
438,"@ultramaga_nurse I hear you.  I don’t believe anyone is thrilled with inflation.  Let alone higher gas, groceries and apparently rent now.",1
439,"""dozens"" 😄

probably all from Kari Lake https://t.co/oeYX4KNa8L",1
440,"@jollyjannatt Worst Tenure of Pakistan's Neutral #ArmyChief
1-Russia/Taliban/China take away from Pakistan
2-Clash b/w Army &amp; nation
3-RCO for USA, with 4 PM
4-Political/Economical horrible crisis
5-State Deep under the Depts/Inflation/Sood
6-Leaked videos for dirty politics
7-Naking Officials https://t.co/H5kOvmjIod",1
441,@TheLizMac @ewags82 @chiproytx @SenateGOP 9th Amendment,1
442,@SecCardona @POTUS That explains Harris on vacation in Asia,1
443,You are an idiot 🤡 https://t.co/5HWaHFcFe1,1
444,"#KariLake loves drag queens. Go figure.
One has to wonder if she was once Kevin Lake. https://t.co/pPFlDR9uS8",1
445,Funny how the same people who wrongly assured us covid would just go away right after the 2020 election were also wrong in their predictions that gas prices would skyrocket after the 2022 midterms.,1
446,Have any trans victims been identified in this USA crime https://t.co/QrhDnz27MR,1
447,"Just because a crime isn’t prosecuted doesn’t mean he was a law-abiding citizen even before he murdered, assaulted &amp; traumatized a bunch of ppl. https://t.co/ewcirPRIif",1
448,@katiehobbs all a bunch of clones... :(,1
449,"@SenMarkKelly As one of your Arizona constituents and a supporter of true religious liberty, I ask that you vote NO on the #RespectforMarriage"" Act unless it's text includes the amendment presented by Senator Mike Lee.",1
450,"@tryinghard1234 He should .....working for the American People  !!
Inflation  !?
Housing that is affordable  !?
Health care !?
Education  !? affordable  !?
Min.Wage !?
Investigate the one who stole secret Papers !!",1
451,"Rinos in the #Txlege are just as destructive to Texas as Beto would have been as Governor. 

Call your TX Reps/Senators and demand they listen to you, and follow the GOP Priorities.",1
452,@iVoteArizona @KariLake @AZGOP Shouldn’t have to fight it was a red wave and they cheated again! 2020 all over again! Where is the leader of GOP?,1
453,@MayraFlores2022 Hold your breath.,1
454,"@rafsenal A team loses and the whole team could get shot up because ""right to bear arms""",1
455,"@MayraFlores2022 Exactly, why do you need to be saved? Saved from what? 

#Republicans are an angry bunch.",1
456,"@Michael52773000 @WhatMilton @Middleclasswgs @Facts_Over_Lies @SourceLies @dougmastriano you cant even AFFORD a shirt like this mr purple flea market faded tshirt.
this ""shirt"" of mine is made with silk by caterpillars who eat only pineapples making a yard of the silk $500 bucks!!
it mus hurt you all you can a ford is shit from the dollar store...",1
457,@POTUS @SecCardona How about people who have lost their jobs? Are you going to give them mortgage relief,1
458,"@JoeLombardoNV Bro, you just need to ensure that election results come out the same day they are held and you certainly will get a second term",1
459,"@warwallaby it is 100k per year per inch, but you need to adjust for inflation",1
460,@KariLake Quit making waves your not qualified for governor,1
461,Report: Biden Is Cutting Medicare Benefits Thru Inflation Reduction Act... https://t.co/c31y2kTdXb #report #biden #is #cutting #medicare #benefits #thru #inflation #reduction #act,1
462,"@awstar11 Only one way out of Inflation

And that's productivity

Making things and selling stuff(and services)

Everything else is a hack",1
463,"Everyone else:
Biden: One of my accomplishments is Republicans are extreme. https://t.co/RjLSsfn1CP",1
464,"@JDCocchiarella It does say ""shall not be infringed."" Besides jackwagon, do you think banning guns will stop crime? Just check all the countries in the world who aren't allowed to have guns, they still murder.",1
465,"@koochaudio @WHCOS @POTUS At some point, inflation is Bidens fault. And that is now.",1
466,"AZ to investigate ballots, delay certifying, Kari Lake to WIN?;Veritas b... https://t.co/dZji949g3W via @YouTube",1
467,@Chartreusesteel @XiomaraCanti @JessicaBanner13 @POTUS @SecCardona 😆.  Please.  Borrow money to make your life better.  Dreamer,1
468,@GOP Don’t forget fuel inflation on the busiest travel day of the year! #BidenWorstPresidentEver https://t.co/cjX7jjPjGr,1
469,@3sidedstory Actually his grandfather is a Republican politician and only started using they/them pronoun once he started facing hate crime charges,1
470,@lavern_spicer @KariLake Liars and losers,1
471,"@kylegriffin1 The reply should've been.  All of DC,including congress and the executive branch have been completely infiltrated by leftist groups trying to undo everything American. PS. Please have someone read the constitution to you and explain the 3 co equal branches of government.",1
472,@WhiteHouse TOTALLY unrelated to the price of gas.,1
473,"I’m hoping the indictments will drop before the “new” House majority begins its reign of terror 
Georgia and NY at the very least
AG Garland’s investigations/ indictments are mighty slow-going https://t.co/ajLZjQsHOu",1
474,You seriously can't be this stupid. https://t.co/8XGxsKckgp,1
475,@KariLake is a sore loser. https://t.co/PEmuu27QDq,1
476,@SafeSuburbsUSA GOP is controlled by Uhline family and they are all in with Pritzker’s. We also need to audit every single county/precinct in Illinois. The cheating has been going on for years.,1
477,"it, which included canceled interviews, journalists’ off-camera hostility in White House briefings, and intentional distortion of facts.”  Is intentional distortion of facts-that lead to deaths of Americans who took the experimental injection-a crime?",1
478,GOP obstructs common sense gun laws… Governors fail to rally legislation in these states… while mass shootings are not a red or blue state issue… the red states tend to double down on gun laws and actually expand open carry and concealed carry… look at Abbott in Texas https://t.co/vlIZnoUqbR,1
479,"@JeffreyFBarken Trump2024
on the way to the white house
a pile of dog shit

this smell
lingering in the cold air
a third run

https://t.co/v2J4SekbbL #haiku #micropoetry #poetry #poem #DonaldTrump #Trump2024 #USA #Politics #MidtermElections",1
480,@TheOthe26715203 @IAmPoliticsGirl @POTUS @SecCardona I am assuming you read…PPP loan was because the authoritarian in government shut us down,1
481,@PalmerSethu @RepJayapal About time,1
482,@POTUS @SecCardona Lying SOB,1
483,@GOPLeader @MayraFlores2022 Go get them 🇺🇸,1
484,@SecCardona The govt needs to get out of the student loan business. Make banks give out the loans based on the same metrics they give out any other loan. Colleges would then be forced to lower their tuition in order to maintain attendance levels. Banks wouldn't loan out 100k for BS degrees.,1
485,"There’s also advice on how to apply the UN’s new recommendations for setting net zero targets, and a guide for local government leaders in the US to what the Inflation Reduction Act means for cities. Out now!",1
486,"@NEWSMAX Gee, Donald Trump did not USE it! He sent a clear message, and the world listened. There was not the ""C'mon, world,the door's open!"" The Constitution was served. America's citizens were protected from alien invasion. A wall was going up.",1
487,Kari Lake Releases Video With Message To 'The People Of Arizona' https://t.co/c1qiHvKWSR,1
488,@pdanderson3 @KariLake @katiehobbs You knew court cheating!,1
489,@joncoopertweets Dr oz syndrome,1
490,"@RonnyJacksonTX If I was ill and my choice of caregiver was Fauci, you, or no one you would come in third. 

Tell me what House Republicans have plan for all the issues they ran on in the midterms.",1
491,"@robreiner How many other times have you predicted Trump will be charged a crime and been wrong ? TDS. You must be if the communist believe,”show me the man and I will find you the crime.” You are a true American…. Not!",1
492,@BellRibeiroAddy @SadiqKhan @MayorofLondon @LambethLabour @StreathamLabour @StMartinsLab @ClaphamParkLab @AcreLaneLabour @LabourMarina @unitetheunion @UniteLondonEast @RezinaChowdhury Wow! Step aside Henry Kissinger! Quite down Abraham Lincoln! We have a new pretender in town,1
493,@P_r_a_x_i_s @realpatriotrod @JDCocchiarella Have you actually looked at how long it took to load each round in the 1700’s when the 2nd amendment was written?,1
494,It was a book called Understanding the Failure of Common Core by @tomloveless99…,1
495,"@man_tonero I think say nah only me see am. From supply chain point of view if i am allowed to assume. We have more ink on 50,20,10 Naira notes. As inflation has come up these have become less used as purchase power margins go (there are hardly products we can sell at 20,50,10 naira)",1
496,@SecCardona Blatant pandering!,1
497,@lavern_spicer I like Twitter gaslighters that are desperately trying to be relevant that don’t lose Republican congressional primaries by a landslide. https://t.co/jln5Nv02lL,1
498,There is no evidence that New York is committed to ending its historical use of a circular firing squad on Second Amendment rights. Gov. Hochul used the law to rally support from voters despite this likely outcome. It is all crushingly predictable... https://t.co/fuWOMb8yVQ,1
499,@Jim_Jordan FREE SPEECH ISN'T WHAT YOU INSIST IT IS!!!!!!! How about reading up on the Constitution and the Bill of Rights!!!!!,1
500,"@Lauruska @floydbrown @MaricopaVote @KariLake Maricopa is the poster-county of election fraud.
Only a child or a fool believes a stuttering, debate phobic, conflict-of-interest-SOS won her race.
I live in Alameda County, CA, which is just as bad. Our registrar of voters also heads up our county IT division.🤪",1
501,@POTUS @SecCardona Talking nonsense again.,1
502,"@KariLake Here's a good idea

Stop the bs and concede with dignity",1
503,"@KariLakeWarRoom @katiehobbs Nothing worse than a sore LOSER.
Kari Flake LOST! 
We didn't want a Trump in heels governor! Go away!",1
504,"You may have a blue check, but you’re still irrelevant, harridan https://t.co/O7vmyECMA7",1
505,"Ok Ted, but can you tell the RINO Lindsey Graham to piss off? He’s probably doing more harm than good https://t.co/KzoY27q73t",1
506,"Or your opinion doesn’t matter @robreiner only facts …….. it’s funny how the #left doesn’t like facts,rules or laws https://t.co/8kD1Iye5hY",1
507,@brixwe @RepCindyAxne would you care to comment?,1
508,"@SenSchumer @POTUS Tell you what, Chip..we’ll approve  some retroactive student loan forgiveness (with conditions), if you also provide a clear provision for lowering the cost of college -without price controls, additional tax funding, and get the fed gov out of lending. Deal?",1
509,You sound like a glizzy eater https://t.co/Se479xWd2P,1
510,@charliekirk11 @KariLake You’re getting sadder by the minute…,1
511,Appeals panel grills Trump lawyer over FBI search of Mar-a-Lago  https://t.co/Wy4Q4hEmcL,1
512,"@POTUS @SecCardona It's not fair to the Millions of people who paid student loans to get to the careers they're in. Their should be no exceptions. Everyone should pay their own loans, not the taxpayers.
Help and house our Veterans. There's an idea.",1
513,@JonF21 @v3ronika9 @MelMMorgan1 @POTUS @SecCardona It’s crazy I have to defend working hard to some doofus over the internet. It’s possible to work that many hours. Did it for years. You can say I’m lying. I don’t really care.,1
514,@RepMTG 14th amendment Section 3,1
